stock,date,px_vol,volume
A,2019-05-01,0.0002479827865279228,150328.0
A,2019-05-02,0.00024723784043682927,181353.0
A,2019-05-03,0.00019411465929009905,199177.0
A,2019-05-06,0.0002930107172822323,241955.0
A,2019-05-07,0.00032063088383433235,318862.0
A,2019-05-08,0.00025390267555972136,184140.0
A,2019-05-09,0.00028698680900122824,196167.0
A,2019-05-10,0.0003239467993164376,369793.0
A,2019-05-13,0.0004086487403317729,492597.0
A,2019-05-14,0.00029550343464674104,311781.0
A,2019-05-15,0.0009201152217895344,1151836.0
A,2019-05-16,0.00032511106307870046,637164.0
A,2019-05-17,0.00038732269871180505,622547.0
A,2019-05-20,0.0003477418439015158,622369.0
A,2019-05-21,0.0002734918790062195,640767.0
A,2019-05-22,0.0003067797940757372,680487.0
A,2019-05-23,0.0003464792674531673,691259.0
A,2019-05-24,0.00033400953325205104,674041.0
A,2019-05-28,0.0002659716446677789,461348.0
A,2019-05-29,0.0003076466823648975,483509.0
A,2019-05-30,0.00023117115327589237,435359.0
A,2019-05-31,0.0002750090849837156,413326.0
AAL,2019-05-01,0.00034909593852389353,692538.0
AAL,2019-05-02,0.000352371333622897,766705.0
AAL,2019-05-03,0.00031227811984441606,691496.0
AAL,2019-05-06,0.0003854053018313216,698703.0
AAL,2019-05-07,0.00043593821394574624,956422.0
AAL,2019-05-08,0.0003723324094172079,629590.0
AAL,2019-05-09,0.0003932501305686735,662287.0
AAL,2019-05-10,0.00040493254656459745,676785.0
AAL,2019-05-13,0.0004935285513010113,1053911.0
AAL,2019-05-14,0.0003423455107472607,814198.0
AAL,2019-05-15,0.00038539923914006157,614050.0
AAL,2019-05-16,0.0003365011016280136,719560.0
AAL,2019-05-17,0.0003400293814768772,673175.0
AAL,2019-05-20,0.0004701763270698874,1045144.0
AAL,2019-05-21,0.00032457516440282443,700083.0
AAL,2019-05-22,0.0004074857106909617,1361872.0
AAL,2019-05-23,0.0004130760377918018,996663.0
AAL,2019-05-24,0.0003191173640788138,890270.0
AAL,2019-05-28,0.0003454970410553198,1127957.0
AAL,2019-05-29,0.00039740546065110925,855818.0
AAL,2019-05-30,0.00036969590910439085,719999.0
AAL,2019-05-31,0.0003712661366036378,967799.0
AAP,2019-05-01,0.00031629087452884804,141277.0
AAP,2019-05-02,0.00028261469516610745,154913.0
AAP,2019-05-03,0.0003025092602250529,96513.0
AAP,2019-05-06,0.00031184297658752266,178107.0
AAP,2019-05-07,0.00036214107163475804,161327.0
AAP,2019-05-08,0.00037356981266038156,76830.0
AAP,2019-05-09,0.00028392230267987426,132510.0
AAP,2019-05-10,0.00036531295131611417,95521.0
AAP,2019-05-13,0.00040627069719729596,225691.0
AAP,2019-05-14,0.0003576310625925079,167468.0
AAP,2019-05-15,0.0003575125634229003,93080.0
AAP,2019-05-16,0.00037612301904611935,129278.0
AAP,2019-05-17,0.0003283186497516925,154423.0
AAP,2019-05-20,0.000380782555975036,212185.0
AAP,2019-05-21,0.00040986566945081383,188814.0
AAP,2019-05-22,0.0006457053947711779,279401.0
AAP,2019-05-23,0.00043359733378789064,352831.0
AAP,2019-05-24,0.000427615672075428,254227.0
AAP,2019-05-28,0.00031789615923870216,137544.0
AAP,2019-05-29,0.00035840103167454813,185060.0
AAP,2019-05-30,0.0004002709125322809,144999.0
AAP,2019-05-31,0.00032891352128168607,120777.0
AAPL,2019-05-01,0.00031396202024556655,5385218.0
AAPL,2019-05-02,0.0002664126195025702,2306851.0
AAPL,2019-05-03,0.0001677628426704671,1839824.0
AAPL,2019-05-06,0.0002552095483833099,2281175.0
AAPL,2019-05-07,0.0003251472101349312,3611237.0
AAPL,2019-05-08,0.0002997510354514257,1879191.0
AAPL,2019-05-09,0.00039729809058893894,3364529.0
AAPL,2019-05-10,0.0003865929449434866,3527262.0
AAPL,2019-05-13,0.0004641502603784854,4314473.0
AAPL,2019-05-14,0.00029436361385322646,2944806.0
AAPL,2019-05-15,0.00027300612706009526,2433745.0
AAPL,2019-05-16,0.00024809972599704644,2487086.0
AAPL,2019-05-17,0.00031699396473734584,2730635.0
AAPL,2019-05-20,0.0003746925749511546,2636285.0
AAPL,2019-05-21,0.00023675313751895602,2481908.0
AAPL,2019-05-22,0.0002648403608089344,2232567.0
AAPL,2019-05-23,0.00031703667102252816,3100618.0
AAPL,2019-05-24,0.00023046367053435713,1902841.0
AAPL,2019-05-28,0.00028056032154972577,2672946.0
AAPL,2019-05-29,0.0002807652273825178,2078205.0
AAPL,2019-05-30,0.00022879508547626323,2193842.0
AAPL,2019-05-31,0.000250214209488501,2024097.0
ABBV,2019-05-01,0.00023822446134278438,317503.0
ABBV,2019-05-02,0.00025405631192197047,349963.0
