year,month,year_month,file_name
2019,1,201901,bin201901.csv
2019,2,201902,bin201902.csv
2019,3,201903,bin201903.csv
2019,4,201904,bin201904.csv
2019,5,201905,bin201905.csv
2019,6,201906,bin201906.csv
2019,7,201907,bin201907.csv
2019,8,201908,bin201908.csv
2019,9,201909,bin201909.csv
2019,10,201910,bin201910.csv
2019,11,201911,bin201911.csv
2019,12,201912,bin201912.csv
