stock,date,px_vol,volume
A,2019-08-01,0.00030590627254850654,353360.0
A,2019-08-02,0.000310333217551153,365413.0
A,2019-08-05,0.0003648045505396916,309315.0
A,2019-08-06,0.00027781888647510116,344243.0
A,2019-08-07,0.00033029101969938755,282020.0
A,2019-08-08,0.0002441445304688604,261002.0
A,2019-08-09,0.0003251960151051328,289344.0
A,2019-08-12,0.00024775201958854325,382633.0
A,2019-08-13,0.0003162663204910309,375007.0
A,2019-08-14,0.00028617326847164956,437412.0
A,2019-08-15,0.0006283582609863644,565358.0
A,2019-08-16,0.00025064302248023116,455886.0
A,2019-08-19,0.00023781785230263483,203128.0
A,2019-08-20,0.00027343963152708,254978.0
A,2019-08-21,0.0002897214124837051,172032.0
A,2019-08-22,0.0002741761626754025,162352.0
A,2019-08-23,0.000373279857886747,268106.0
A,2019-08-26,0.0002926251641846141,175313.0
A,2019-08-27,0.00024634050393092146,212341.0
A,2019-08-28,0.00025476552632987227,211217.0
A,2019-08-29,0.00026209082968336463,200090.0
A,2019-08-30,0.0002763368709300027,183817.0
AAL,2019-08-01,0.00046200312279145095,1132729.0
AAL,2019-08-02,0.00041173971677795356,1042795.0
AAL,2019-08-05,0.0005145232523475685,1216049.0
AAL,2019-08-06,0.0004301170565517336,911124.0
AAL,2019-08-07,0.0005133886426929628,813802.0
AAL,2019-08-08,0.0004010948764453095,744735.0
AAL,2019-08-09,0.00039692869113462653,636047.0
AAL,2019-08-12,0.0003924193505775015,947474.0
AAL,2019-08-13,0.0004670243331030037,914101.0
AAL,2019-08-14,0.0004942837021957726,1422914.0
AAL,2019-08-15,0.0005503819593627514,1365801.0
AAL,2019-08-16,0.00041365175855161883,1029652.0
AAL,2019-08-19,0.0003547924766631524,1339302.0
AAL,2019-08-20,0.00038756986206943183,1081666.0
AAL,2019-08-21,0.00034565305451686386,734071.0
AAL,2019-08-22,0.00036288669082562927,743619.0
AAL,2019-08-23,0.0005390487482281142,1282080.0
AAL,2019-08-26,0.0004263076945755379,970030.0
AAL,2019-08-27,0.00040964204939278093,1013896.0
AAL,2019-08-28,0.00046719755071206577,1197446.0
AAL,2019-08-29,0.00041747344042910797,1131254.0
AAL,2019-08-30,0.00033277858078906906,680991.0
AAP,2019-08-01,0.0004054396484777283,162971.0
AAP,2019-08-02,0.0004327765266071304,146264.0
AAP,2019-08-05,0.000437862700947819,222291.0
AAP,2019-08-06,0.0003780675958550722,205539.0
AAP,2019-08-07,0.00040795721671048834,284816.0
AAP,2019-08-08,0.00036286588053508715,200755.0
AAP,2019-08-09,0.00040821870582803053,235750.0
AAP,2019-08-12,0.00033945886538265497,253901.0
AAP,2019-08-13,0.0011202337335380543,599794.0
AAP,2019-08-14,0.0004644551940273891,405195.0
AAP,2019-08-15,0.00044368209513331603,389375.0
AAP,2019-08-16,0.00033916488268905583,205750.0
AAP,2019-08-19,0.00031925074937764905,177570.0
AAP,2019-08-20,0.00025664599797026026,223541.0
AAP,2019-08-21,0.000297651941704673,297041.0
AAP,2019-08-22,0.0002980991725621751,282882.0
AAP,2019-08-23,0.0003749688026379099,281556.0
AAP,2019-08-26,0.0003362279339164987,138756.0
AAP,2019-08-27,0.0003377126923720609,97545.0
AAP,2019-08-28,0.0003546170629050397,196821.0
AAP,2019-08-29,0.00037031845524563184,118233.0
AAP,2019-08-30,0.00030558922145778006,75004.0
AAPL,2019-08-01,0.00045840412038011694,3767695.0
AAPL,2019-08-02,0.0003878216019963981,2665859.0
AAPL,2019-08-05,0.00040039042006872317,3353091.0
AAPL,2019-08-06,0.00034646695109072503,2731210.0
AAPL,2019-08-07,0.00037090819127530043,2254621.0
AAPL,2019-08-08,0.00023428730412390595,2485035.0
AAPL,2019-08-09,0.0002817118322736249,1955999.0
AAPL,2019-08-12,0.0002780096297388441,2185498.0
AAPL,2019-08-13,0.0004572679925653782,3616012.0
AAPL,2019-08-14,0.0003902543140678253,3069223.0
AAPL,2019-08-15,0.0003675579647872749,1803907.0
AAPL,2019-08-16,0.0002357045612664543,2418253.0
AAPL,2019-08-19,0.00018430623808729382,1799169.0
AAPL,2019-08-20,0.00022384299398445123,2157765.0
AAPL,2019-08-21,0.00016180549497568303,1469972.0
AAPL,2019-08-22,0.00022880027113200363,2154675.0
AAPL,2019-08-23,0.00042955144815559317,2966003.0
AAPL,2019-08-26,0.00024495039852104436,2204617.0
AAPL,2019-08-27,0.0002486885423478688,1880628.0
AAPL,2019-08-28,0.00021675314357424714,1640460.0
AAPL,2019-08-29,0.00017850350288422986,1798863.0
AAPL,2019-08-30,0.00021992012506964447,1625177.0
ABBV,2019-08-01,0.0003294416031566823,723257.0
ABBV,2019-08-02,0.000301469211678819,556625.0
ABBV,2019-08-05,0.00033244991520255205,745012.0
ABBV,2019-08-06,0.00034195965236448516,782395.0
ABBV,2019-08-07,0.0003537274645950612,725428.0
ABBV,2019-08-08,0.00025575332967467705,485076.0
ABBV,2019-08-09,0.00043768496607731334,638917.0
ABBV,2019-08-12,0.0003060925534752646,429744.0
ABBV,2019-08-13,0.0003202890572734148,485273.0
ABBV,2019-08-14,0.00036259751482643185,539391.0
ABBV,2019-08-15,0.0003996032441421261,514176.0
ABBV,2019-08-16,0.00033908490391436845,527237.0
