daily_pnl,impact_cost,max_abs_impact,final_position,total_abs_traded,net_traded,avg_price,traded_notional,model_type,stock,date,lambda_hat,ADV,sigma,half_life_seconds,impact_cost_bps,pnl_bps,strategy,backtest_model
-505.4357117886274,16.601179515266494,0.0026711934221315256,14.178883952040838,52811.09523809525,14.178883952040906,41.54602033818074,2194090.8368435055,ow,ADM,2019-02-08,348.7162946314052,264055.4761904762,0.0002399653754965,1800.0,0.07566313680590145,-2.3036225451620984,combined,ow
-329.47428556722093,15.76138394084485,0.003121269292134307,26.688510711335415,52811.09523809524,26.688510711335574,41.736328859425775,2204141.2382835974,ow,ADM,2019-02-11,348.7162946314052,264055.4761904762,0.0002399653754965,1800.0,0.07150804888128906,-1.4947966121435494,combined,ow
-310.60935190281396,15.272626065074277,0.0023703204096103894,23.229137037215757,52811.09523809524,23.229137037215835,42.32158966881304,2235049.502627273,ow,ADM,2019-02-12,348.7162946314052,264055.4761904762,0.0002399653754965,1800.0,0.06833238390076593,-1.3897202345527315,combined,ow
-395.02070041415226,15.754348009586892,0.003115694346935451,-17.241702868218013,52811.09523809525,-17.24170286821835,42.430993741090916,2240827.251507776,ow,ADM,2019-02-13,348.7162946314052,264055.4761904762,0.0002399653754965,1800.0,0.07030594615888543,-1.762834239669106,combined,ow
-350.93078446127197,14.796039373955528,0.0031436633465104,1.3490629980580056,52811.095238095244,1.3490629980577609,42.49290062891318,2244096.6220564516,ow,ADM,2019-02-14,348.7162946314052,264055.4761904762,0.0002399653754965,1800.0,0.0659331653928372,-1.5637953420191195,combined,ow
-310.5976145546201,15.220658305981129,0.002105681562989321,0.7745247259804788,52811.095238095244,0.7745247259805055,42.02985318958241,2219642.579638198,ow,ADM,2019-02-15,348.7162946314052,264055.4761904762,0.0002399653754965,1800.0,0.0685725640948107,-1.3993136435743072,combined,ow
-300.5204723239058,15.682061467357798,0.004214740767171201,14.121639851582213,52811.09523809526,14.121639851582152,42.03237902063765,2219775.971542612,ow,ADM,2019-02-19,348.7162946314052,264055.4761904762,0.0002399653754965,1800.0,0.07064704577579375,-1.3538324415461707,combined,ow
-352.1761391620541,16.341896565298093,0.006043982437761989,-2.0187488892687586,52811.09523809525,-2.0187488892688137,41.99192260518123,2217639.423932951,ow,ADM,2019-02-20,348.7162946314052,264055.4761904762,0.0002399653754965,1800.0,0.0736905034647877,-1.5880676333642865,combined,ow
-439.19801738373826,14.825917876637785,0.001544659178248257,-20.02373341998541,52811.09523809524,-20.02373341998519,42.58176979391476,2248789.8999930792,ow,ADM,2019-02-21,348.7162946314052,264055.4761904762,0.0002399653754965,1800.0,0.06592842611345512,-1.953041577539502,combined,ow
-520.2590279403564,17.550052032181654,0.002975323246021604,25.94070412420384,52811.09523809524,25.940704124203844,42.49459015481499,2244185.8477697587,ow,ADM,2019-02-22,348.7162946314052,264055.4761904762,0.0002399653754965,1800.0,0.07820231131758831,-2.318252868662294,combined,ow
-338.2519526668099,15.460096141407034,0.0021548525231742032,1.138855590445119,52811.09523809525,1.1388555904450932,42.54078870778144,2246625.6439503324,ow,ADM,2019-02-25,348.7162946314052,264055.4761904762,0.0002399653754965,1800.0,0.06881474082269853,-1.505599980920933,combined,ow
