stock,date,ADV,sigma,lambda_hat,half_life_seconds,beta,c,target_participation,target_abs_volume,raw_abs_volume,actual_abs_volume,net_traded,scale_factor,normalize_abs_volume,apply_terminal_condition,strategy,model_type,alpha_key
AAL,2019-02-15,1236722.3333333333,0.000528342622418,0.7706080899853757,300.0,0.0023104906018664843,0.5,0.2,247344.46666666667,42305759.92964719,247344.46666666667,3338.169413409797,0.005846590797044912,True,True,non_rolling_afs_day_only,afs,intraday_only
AAL,2019-02-19,1236722.3333333333,0.000528342622418,0.7706080899853757,300.0,0.0023104906018664843,0.5,0.2,247344.46666666667,39346238.713743344,247344.46666666667,2744.1117383489845,0.006286356072461664,True,True,non_rolling_afs_day_only,afs,intraday_only
AAL,2019-02-20,1236722.3333333333,0.000528342622418,0.7706080899853757,300.0,0.0023104906018664843,0.5,0.2,247344.46666666667,56369587.59682383,247344.46666666667,-4693.483556011222,0.004387906266687029,True,True,non_rolling_afs_day_only,afs,intraday_only
AAL,2019-02-21,1236722.3333333333,0.000528342622418,0.7706080899853757,300.0,0.0023104906018664843,0.5,0.2,247344.46666666667,35570900.477129914,247344.46666666667,1242.894193303312,0.006953562135029312,True,True,non_rolling_afs_day_only,afs,intraday_only
AAL,2019-02-22,1236722.3333333333,0.000528342622418,0.7706080899853757,300.0,0.0023104906018664843,0.5,0.2,247344.46666666667,38308659.01159308,247344.46666666667,2887.01153718744,0.006456620332019832,True,True,non_rolling_afs_day_only,afs,intraday_only
AAL,2019-02-25,1236722.3333333333,0.000528342622418,0.7706080899853757,300.0,0.0023104906018664843,0.5,0.2,247344.46666666667,32535363.73664479,247344.46666666665,-1504.0172213181977,0.007602326768767026,True,True,non_rolling_afs_day_only,afs,intraday_only
AAL,2019-02-26,1236722.3333333333,0.000528342622418,0.7706080899853757,300.0,0.0023104906018664843,0.5,0.2,247344.46666666667,59560623.69161679,247344.46666666665,5205.920413091522,0.004152818612970311,True,True,non_rolling_afs_day_only,afs,intraday_only
AAL,2019-02-27,1236722.3333333333,0.000528342622418,0.7706080899853757,300.0,0.0023104906018664843,0.5,0.2,247344.46666666667,38759570.440638855,247344.46666666667,-2436.0059390881142,0.006381506911834336,True,True,non_rolling_afs_day_only,afs,intraday_only
AAL,2019-02-28,1236722.3333333333,0.000528342622418,0.7706080899853757,300.0,0.0023104906018664843,0.5,0.2,247344.46666666667,61865991.55796963,247344.46666666662,4739.651295630484,0.0039980684126738695,True,True,non_rolling_afs_day_only,afs,intraday_only
AAPL,2019-02-01,2968462.8095238097,0.0002876491912289,0.8283132593985968,300.0,0.0023104906018664843,0.5,0.2,593692.5619047619,57544352.844563216,593692.5619047619,-9723.25299959744,0.010317129875600885,True,True,non_rolling_afs_day_only,afs,intraday_only
AAPL,2019-02-04,2968462.8095238097,0.0002876491912289,0.8283132593985968,300.0,0.0023104906018664843,0.5,0.2,593692.5619047619,34057682.81771067,593692.5619047619,878.2363349472923,0.01743197166649371,True,True,non_rolling_afs_day_only,afs,intraday_only
AAPL,2019-02-05,2968462.8095238097,0.0002876491912289,0.8283132593985968,300.0,0.0023104906018664843,0.5,0.2,593692.5619047619,33900951.900796644,593692.5619047619,-2313.0618493274837,0.017512563176457906,True,True,non_rolling_afs_day_only,afs,intraday_only
AAPL,2019-02-06,2968462.8095238097,0.0002876491912289,0.8283132593985968,300.0,0.0023104906018664843,0.5,0.2,593692.5619047619,41384201.539761096,593692.5619047619,-295.3450881256458,0.01434587450803791,True,True,non_rolling_afs_day_only,afs,intraday_only
AAPL,2019-02-07,2968462.8095238097,0.0002876491912289,0.8283132593985968,300.0,0.0023104906018664843,0.5,0.2,593692.5619047619,39398604.24277491,593692.5619047619,-1037.4144670630253,0.01506887295413862,True,True,non_rolling_afs_day_only,afs,intraday_only
AAPL,2019-02-08,2968462.8095238097,0.0002876491912289,0.8283132593985968,300.0,0.0023104906018664843,0.5,0.2,593692.5619047619,42218125.00914979,593692.5619047619,5901.081093009229,0.014062504239022765,True,True,non_rolling_afs_day_only,afs,intraday_only
