stock,date,ADV,sigma,lambda_hat,half_life_seconds,beta,target_participation,target_abs_volume,raw_abs_volume,actual_abs_volume,net_traded,scale_factor,normalize_abs_volume,strategy,model_type,alpha_key,c,apply_terminal_condition,use_dynamic_target,gamma_method,gamma_clip_multiple,mean_local_volume,mean_gamma_prime,max_abs_gamma_prime
AAL,2019-02-20,1236722.3333333333,0.000528342622418,262.8660263951744,1800.0,0.0003850817669777474,0.2,247344.46666666667,156554840.89287162,247344.46666666662,-180.6950055845574,0.0015799221873689692,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAL,2019-02-21,1236722.3333333333,0.000528342622418,262.8660263951744,1800.0,0.0003850817669777474,0.2,247344.46666666667,155079760.89711988,247344.46666666667,39.53137939716018,0.001594950013050093,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAL,2019-02-22,1236722.3333333333,0.000528342622418,262.8660263951744,1800.0,0.0003850817669777474,0.2,247344.46666666667,150848166.6631137,247344.46666666667,101.89877310281656,0.0016396915662823816,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAL,2019-02-25,1236722.3333333333,0.000528342622418,262.8660263951744,1800.0,0.0003850817669777474,0.2,247344.46666666667,149076230.86898315,247344.46666666665,-43.491692794894234,0.0016591811130779617,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAL,2019-02-26,1236722.3333333333,0.000528342622418,262.8660263951744,1800.0,0.0003850817669777474,0.2,247344.46666666667,149005205.42293572,247344.46666666665,206.70963523140944,0.0016599719853048437,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAL,2019-02-27,1236722.3333333333,0.000528342622418,262.8660263951744,1800.0,0.0003850817669777474,0.2,247344.46666666667,152026070.59896022,247344.46666666662,-79.49125248797402,0.0016269871719512717,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAL,2019-02-28,1236722.3333333333,0.000528342622418,262.8660263951744,1800.0,0.0003850817669777474,0.2,247344.46666666667,157579726.22006747,247344.46666666667,181.58346172902034,0.001569646505929567,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-01,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,240494945.70252764,593692.5619047619,-352.70269085943346,0.0024686280211439894,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-04,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,226659986.6970937,593692.5619047619,-11.21344870340505,0.00261930908298414,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-05,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,225783720.45492804,593692.5619047619,-56.38353221663567,0.002629474617162567,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-06,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,228660980.5432073,593692.5619047619,31.894601095576093,0.0025963877199091214,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-07,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,229610309.7735951,593692.5619047619,-61.22197905151336,0.0025856528937666886,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-08,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,234438527.4749382,593692.561904762,207.89335275349896,0.0025324018551866586,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-11,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,226610489.12346283,593692.561904762,-316.8705265611248,0.0026198812076227594,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-12,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,231334126.0290457,593692.5619047618,369.8005749941034,0.002566385565743203,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-13,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,230339038.09430015,593692.5619047619,-343.7806369979752,0.0025774726108811217,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-14,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,230716773.75130236,593692.5619047619,397.35226187042156,0.002573252703961281,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-15,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,237177720.3121754,593692.5619047618,11.296416283103156,0.002503154854188406,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-19,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,229701794.44983733,593692.5619047619,94.82351282502282,0.0025846230906760004,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
AAPL,2019-02-20,2968462.8095238097,0.0002876491912289,407.3922060358001,1800.0,0.0003850817669777474,0.2,593692.5619047619,234045885.6283244,593692.5619047619,-116.48512773971473,0.002536650282532943,True,non_rolling_ow_day_only,ow,intraday_only,,,,,,,,
